subj_id;faceage
20170110153238490;75.026596
20170109213056053;28.754328
20170117012906285;48.943573
20170117151304315;30.146166
20170116200714834;45.974422
20170112235129592;44.65238
20170104201018401;34.28618
20170117145314932;29.97685
20170116204921756;29.36102
20170117165523332;61.811985
20170117150146771;27.752783
20170113145620590;26.64718
20170117170556859;53.746475
20170111202300415;63.71493
20170113001728994;44.39303
20170117143546538;29.357342
20170117180942324;33.10735
20170104210147596;50.638943
20170117095826375;46.572887
20170117194809365;29.293016
20170104210601356;53.88506
20170103180035647;31.655994
20170112215257791;60.93166
20170104202623003;37.400414
20170117150004378;27.179523
20170110183112103;81.73826
20170104020257804;21.964558
20170119203939176;47.919746
20170117150823490;35.901665
20170104212331895;63.946938
20170117140811354;22.912382
20170119201916448;33.824333
20170117131024540;37.43445
20170105003228731;40.368843
20170117135307744;38.219257
20170117143359866;25.040056
20170119163028157;23.271639
20170110141818223;78.00788
20170110182855209;79.819405
20170111200641250;68.5807
20170117175546325;84.31605
20170110132446063;63.485188
20170104020746876;26.105455
20170113011544238;30.308668
20170119172135455;27.310635
20170110122851852;74.52561
20170119193316562;37.196327
20170117202657886;36.916183
20170117021212992;38.051193
20170117162901325;56.685158
20170110182146582;81.282974
20170112213555559;28.440905
20170110160643407;43.132046
20170116010647849;32.56243
20170104015713028;22.89105
20170109004328399;46.15663
20170119203944694;45.783195
20170117150043934;36.116734
20170111204855557;66.092964
20170117183552230;49.581345
20170112224640564;88.54446
20170117022224947;40.635033
20170116001839105;36.63274
20170111200707164;70.917465
20170110160643235;35.095413
20170117013654319;30.726236
20170116203358423;37.914623
20170111203603354;47.15026
20170111201620287;53.725674
20170117013702526;32.94205
20170104021933189;30.273228
20170117122015236;38.84339
20170105002506437;33.075718
20170116165445234;24.25016
20170117000350509;32.962357
20170117013811568;49.303345
20170104020035915;30.502047
20170103223240255;31.478617
20170110160643360;62.646957
20170119200057620;41.25002
20170119201931356;34.911816
20170117185032873;45.89377
20170109151006621;79.6817
20170113185128016;71.777756
20170109132625049;42.6638
20170112231608655;26.521269
20170104022125085;29.891367
20170111201629101;57.41901
20170103183748779;72.12491
20170103181430872;44.756714
20170113000229769;27.463615
20170120223520757;59.494972
20170112231759374;29.599268
20170117185621339;40.93405
20170120224818072;72.6792
20170119160342147;53.70603
20170119201805435;45.097713
20170116172552663;32.542645
20170110182333823;70.1837
20170104210200460;55.962517
20170104021348142;28.539698
20170109012604793;66.13114
20170110120829664;64.90356
20170119163855005;33.5359
20170112220304903;64.90879
20170117183313263;38.45008
20170119180619699;49.542114
20170109220604136;39.1694
20170119200340188;37.695557
20170104202239802;40.67785
20170104205214549;47.217823
20170111201348742;59.82095
20170109150736001;73.823586
20170117165134738;50.503613
20170117190413331;61.63199
20170117202432502;29.993807
20170116204840434;33.782646
20170110181628038;67.66564
20170117175406746;59.5478
20170119211952608;85.4423
20170117194436106;77.66744
20170117175326912;64.63457
20170119212028089;76.88529
20170109150936134;73.57711
20170117175315496;50.33355
20170113005238142;38.72242
20170119194926283;40.18895
20170117173432690;62.31938
20170117172018631;49.04097
20170104205628245;46.75805
20170103183234026;48.55007
20170111223743652;75.1869
20170105172848997;63.970043
20170110140826610;49.888298
20170104202600778;38.22562
20170116191244597;61.021435
20170116222827257;44.231415
20170111210148707;71.48758
20170105172432012;68.331
20170113155220675;47.069298
20170111171747674;74.276146
20170110184107806;79.69048
20170110154619614;54.32891
20170117161109630;64.48276
20170119205647136;74.3304
20170117174702574;34.529526
20170117203052559;28.374573
20170110160644096;64.03294
20170117145758955;31.102203
20170117201805678;43.935795
20170104222315121;24.444872
20170117194017535;73.29978
20170117190323954;58.757607
20170110135918382;61.059555
20170120230102370;87.99815
20170104210614252;55.368713
20170113173701232;39.501846
20170119200357284;41.702293
20170117175543360;44.410336
20170110141334072;58.21552
20170117191903245;79.67114
20170104202143258;50.913708
20170104021735596;33.9319
20170104201734834;32.25203
20170117140958984;24.175337
20170119205549384;49.530758
20170104230051977;24.914663
20170117182715021;45.76304
20170120225812145;93.36917
20170111210022765;85.709755
20170119153339006;23.201668
20170117154542505;41.276978
20170117194319028;43.10418
20170110131846245;56.281372
20161220221541210;20.608566
20170110182126367;49.62805
20170117160750863;57.869865
20170116003240193;45.822617
20170117183315158;36.142826
20170117135611209;37.95746
20170117164514945;40.548317
20170117135614403;38.836555
20170117014021084;40.453716
20170120225840978;87.9505
20170104184217989;70.6881
20170111210651348;62.44873
20170117193528283;47.915413
20170116220903106;41.876144
20170105164252747;46.88416
20170117130056489;56.747517
20170120222348112;66.15634
20170105173747117;73.6808
20170103201733831;26.71204
20170112234250209;40.467808
20170111210513628;88.178474
20170112215219256;48.439
20170117175612764;92.41544
20170117182234772;38.488186
20170117193649266;66.51745
20170117134811472;47.51075
20170104183913011;60.50096
20170116192705365;54.958385
20170117160634375;63.57732
20170117174541085;65.15187
20170104020754708;25.193998
20170112191323933;33.62544
20170119205609399;56.859074
20170102233603627;41.538685
20170112234139392;24.795883
20170104170121569;46.842693
20170117180538592;28.950104
20170117173250993;53.353348
20170111221741900;82.20216
20170104021129925;25.674906
20170111210223707;71.13262
20170110180527464;68.227745
20170117131018041;33.71241
20170117203930783;57.706024
20170116203604318;68.62957
20170117172007523;37.425896
20170104212123348;47.187775
20170116001421842;53.3848
20170117185729852;50.44759
20170111211341479;71.53093
20170104213602661;83.66585
20170117184041200;83.29174
20170111195744986;63.14089
20170117144552915;32.073734
20170111210708463;77.221535
20170110141013017;69.844894
20170117172552003;53.857235
20170117143734089;23.807545
20170117201852933;36.84495
20170104230122361;32.690125
20170117190246626;53.619526
20170112231851007;30.280926
20170117154508715;59.638336
20170117154758183;43.62392
20170111222146910;83.219574
20170104020913116;31.906103
20170117170948114;34.809586
20170116221809969;39.02288
20170116191415693;32.40963
20170111210640890;83.77625
20170117182406861;28.875252
20170117152309069;37.30329
20170111210429835;52.50932
20170117161040990;75.05747
20170105002545990;24.84382
20170111171747319;43.21729
20170110173805290;89.46726
20170110123120845;53.19777
20170110173810498;81.282974
20170119200407188;42.63558
20170110125254674;76.27271
20170110141608191;42.349518
20170117193827524;37.8219
20170120222929626;63.078625
20170104212102972;51.097004
20170120222751913;57.82679
20170117193519517;27.896914
20170110140444495;75.440544
20170110183810930;85.241806
20170111223730444;72.76484
